,Cow,Date,Body Weight (kg),Daily Hay Dry matter (kg),hay intake fresh
812,Cow 14,2022-02-02,470.16014690804775,19.973000164643658,35.823061058772936
813,Cow 14,2022-02-03,334.6881354832475,18.99532680634978,36.30189179876349
814,Cow 14,2022-02-04,557.3434541053607,23.70378270781695,45.6002367008373
815,Cow 14,2022-02-05,252.21912570619892,19.554266503707396,48.91545907615659
816,Cow 14,2022-02-06,427.57380551603825,19.774146818217353,53.46274537215162
817,Cow 14,2022-02-07,366.3936493821553,32.75410128630163,50.96082710993314
818,Cow 14,2022-02-08,321.20782586390294,21.829030019807803,29.353290513741875
819,Cow 14,2022-02-09,612.5103791833367,24.33529789263134,76.5718285667925
820,Cow 14,2022-02-10,446.3587808192014,15.91389758123853,38.76720500150324
821,Cow 14,2022-02-11,464.810407924932,12.007287247680617,40.92400025491794
822,Cow 14,2022-02-12,549.7395891731775,15.831171138113406,42.61795884288536
823,Cow 14,2022-02-13,507.9496240606825,26.98885876690744,56.40918458739918
824,Cow 14,2022-02-14,427.4394503278038,26.266962856078404,40.03323770848965
825,Cow 14,2022-02-15,435.6336017968515,23.324318618377685,49.98850329028604
826,Cow 14,2022-02-16,434.87632212165624,16.484683760266293,57.35053966140464
827,Cow 14,2022-02-17,454.93116448655144,23.159712384484383,50.85325519803426
828,Cow 14,2022-02-18,553.2698608875849,18.996262876630077,66.53490801830745
829,Cow 14,2022-02-19,345.18965242223203,27.870636193864733,71.73221638323064
830,Cow 14,2022-02-20,350.10916717715986,24.759581940377196,66.76892082014199
831,Cow 14,2022-02-21,247.45327066711815,6.917820889424426,68.05889603273717
832,Cow 14,2022-02-22,462.19788224343944,13.435840291401444,60.27259892260276
833,Cow 14,2022-02-23,492.072544171553,22.671948289077463,43.50476717519094
834,Cow 14,2022-02-24,496.43887061391194,23.008688277984646,32.42647598799698
835,Cow 14,2022-02-25,461.68872724420066,21.902036691552077,46.18557568904732
836,Cow 14,2022-02-26,431.18981439739406,20.747081996411364,40.82637956334732
837,Cow 14,2022-02-27,480.6269115092622,24.317896430068778,40.356933869270954
838,Cow 14,2022-02-28,320.5338994889299,29.839890274960847,45.414064108901336
839,Cow 14,2022-03-01,365.0647684391298,25.80587288749743,60.107214430000795
840,Cow 15,2022-01-01,366.0006965403674,20.304544084383572,55.50201793739805
841,Cow 15,2022-01-02,595.4894654245695,18.689417367306834,54.093311203108854
842,Cow 15,2022-01-03,485.6848499516548,8.23381811108863,37.57282090344932
843,Cow 15,2022-01-04,373.45605645078706,24.552653540531388,37.63531990130883
844,Cow 15,2022-01-05,519.8856273814636,30.173508735702644,49.971723607474985
845,Cow 15,2022-01-06,428.04720932192015,34.22915207834858,43.152166788620875
846,Cow 15,2022-01-07,463.33017008562456,14.912190293705006,52.70703492040547
847,Cow 15,2022-01-08,405.82854138989137,21.978773735603724,49.525737048889354
848,Cow 15,2022-01-09,408.4575202636847,18.492526523720738,44.81246605172781
849,Cow 15,2022-01-10,390.4769196040587,30.2033017225565,58.95141382243341
850,Cow 15,2022-01-11,425.411192670953,21.94887040200528,59.91379981952883
851,Cow 15,2022-01-12,451.1652840114802,21.619589972499163,62.875776125556825
852,Cow 15,2022-01-13,554.605159640001,18.630130107093542,49.23103023479339
853,Cow 15,2022-01-14,317.32408879675336,19.96763880482993,51.585742366110935
854,Cow 15,2022-01-15,410.69243230467697,20.747830560585932,33.37406516709916
855,Cow 15,2022-01-16,383.69205330119826,21.297841273469142,41.7657698731438
856,Cow 15,2022-01-17,490.8084969341683,28.117926519548654,52.08145610231697
857,Cow 15,2022-01-18,326.2438411008992,24.03971945304894,53.57516098155495
858,Cow 15,2022-01-19,558.271923118858,17.27938456358,32.210740063670436
859,Cow 15,2022-01-20,643.4484243635507,21.08305502599016,52.9061309651875
860,Cow 15,2022-01-21,294.3765365875955,15.265932730172434,32.93455999701713
861,Cow 15,2022-01-22,600.5457233507154,17.962430667821952,55.279458738472385
862,Cow 15,2022-01-23,490.18496740965816,15.250586111203399,36.85378105197377
863,Cow 15,2022-01-24,441.3678070700921,18.944692203190733,46.10599836759651
864,Cow 15,2022-01-25,487.8027084765355,24.44546835317219,43.15732284143871
865,Cow 15,2022-01-26,254.48000175337637,21.140570733762022,46.23544947138092
866,Cow 15,2022-01-27,389.3532975736396,16.863445385227372,45.11086354752631
867,Cow 15,2022-01-28,392.99127615789394,15.929167386783941,53.07705655138123
868,Cow 15,2022-01-29,356.30567815191114,23.1035370486492,40.416379512449474
869,Cow 15,2022-01-30,597.5481562302176,20.647443128980672,42.25860271037659
870,Cow 15,2022-01-31,281.06226276228796,12.64756260833273,49.257568508589706
871,Cow 15,2022-02-01,394.65968829753217,27.34151167368224,31.16799337984072
872,Cow 15,2022-02-02,423.9528804906036,27.057813098201542,48.81677474399457
873,Cow 15,2022-02-03,412.062419706017,28.794232647527437,58.91234173484517
874,Cow 15,2022-02-04,551.3259032054012,13.884785293853358,44.63843683290693
875,Cow 15,2022-02-05,344.2804047981182,3.528476727815807,43.414696219786734
876,Cow 15,2022-02-06,469.58450405801705,21.804293480162457,57.63078992159573
877,Cow 15,2022-02-07,364.7739025053155,18.609424755606415,55.71067805833492
878,Cow 15,2022-02-08,472.7065850255177,16.76994176268304,44.046251041668604
879,Cow 15,2022-02-09,501.6269085209177,19.50139137456834,59.803456142100536
880,Cow 15,2022-02-10,471.44658885437786,22.256684823405134,53.14516811954462
881,Cow 15,2022-02-11,472.119768204853,12.718896406673444,36.398994264583706
882,Cow 15,2022-02-12,468.3012378370278,18.34436502934841,71.35493341052083
883,Cow 15,2022-02-13,468.65844004849157,14.52601951584797,42.49031770737667
884,Cow 15,2022-02-14,514.6592269974358,20.27490780535603,44.434986565297805
885,Cow 15,2022-02-15,524.3979928826736,20.171235595073625,34.240384743110944
886,Cow 15,2022-02-16,474.6379578883636,27.30769860916368,42.604483120984305
887,Cow 15,2022-02-17,577.0590298673668,17.44155990814489,46.50243847045577
888,Cow 15,2022-02-18,379.34650898776647,25.71443145582992,30.602386284361653
889,Cow 15,2022-02-19,421.79787363759317,20.204819546443105,48.149921317216
890,Cow 15,2022-02-20,546.5293992750569,18.954395952883957,40.09617596901158
891,Cow 15,2022-02-21,453.3731701605688,28.702749486426242,29.719195428974263
892,Cow 15,2022-02-22,319.5346882467058,15.401069141694453,54.34626909386304
893,Cow 15,2022-02-23,351.8623555259038,21.07054250266696,50.80103777714927
894,Cow 15,2022-02-24,385.99759538079184,19.28335301779041,52.23451866757351
895,Cow 15,2022-02-25,337.76022802450365,19.12005727325408,34.318848154570375
896,Cow 15,2022-02-26,353.1871784276669,22.4081311991949,53.335421432059114
897,Cow 15,2022-02-27,457.5800791634309,26.85567104811348,56.604955630663596
898,Cow 15,2022-02-28,233.45130669079143,19.315147382120934,56.63301731330112
899,Cow 15,2022-03-01,493.40465935921145,21.843043498775913,49.789845606715225
900,Cow 16,2022-01-01,441.7319074312197,18.926402438913485,44.67059825968002
901,Cow 16,2022-01-02,490.38893285903686,14.058949816875561,50.5530998688442
902,Cow 16,2022-01-03,271.8956843040721,21.578873803152042,46.74029316070791
903,Cow 16,2022-01-04,394.90690696053906,16.628076411820302,58.60220310870511
904,Cow 16,2022-01-05,410.3750022655173,15.110528968882154,53.82335527084734
905,Cow 16,2022-01-06,251.19815985127389,22.8267827021257,51.04735653479235
906,Cow 16,2022-01-07,395.3848913297693,14.728460400217227,62.08350676059091
907,Cow 16,2022-01-08,433.3215647584296,23.56196485330607,44.598300307181475
908,Cow 16,2022-01-09,502.1674343150836,21.443592992741923,58.22618306428039
909,Cow 16,2022-01-10,347.0849247303909,23.397432532212747,36.712319682787935
910,Cow 16,2022-01-11,266.4832282342794,20.53570485062812,49.61401218508165
911,Cow 16,2022-01-12,379.31931028314256,21.008921377492374,54.90699798733548
912,Cow 16,2022-01-13,369.5408240841968,18.09652539205761,69.7274890731981
913,Cow 16,2022-01-14,413.07272496263096,16.58349829987722,45.867032120386334
914,Cow 16,2022-01-15,631.9095123947768,22.50591709029184,41.88781835612798
915,Cow 16,2022-01-16,508.42429283383143,19.477664566309574,56.970924529157394
916,Cow 16,2022-01-17,486.0566937293598,15.660644664814056,44.721278823360116
917,Cow 16,2022-01-18,482.6408309558908,24.077807974593945,59.519884765315624
918,Cow 16,2022-01-19,554.4396867986388,18.8966312815287,55.2420733107328
919,Cow 16,2022-01-20,571.6247916923569,24.03667662828181,59.76522650646263
920,Cow 16,2022-01-21,529.630532728232,20.316441275153668,53.77106296915608
921,Cow 16,2022-01-22,363.40429019877763,20.43198983602066,37.21439102238859
922,Cow 16,2022-01-23,337.83882509160696,19.390459362636154,38.24751429817285
923,Cow 16,2022-01-24,366.6786328948971,21.549215343451863,54.42239525511644
924,Cow 16,2022-01-25,351.1128981777618,19.551015136195275,50.06632874999875
925,Cow 16,2022-01-26,291.0774289243085,20.839059658873854,52.169200980542804
926,Cow 16,2022-01-27,501.78132639393976,25.772481344929552,50.64997108634771
927,Cow 16,2022-01-28,477.48951705989316,28.77871683781853,29.426893546222498
928,Cow 16,2022-01-29,368.8507687237123,23.578665141929257,41.8947147703535
929,Cow 16,2022-01-30,269.96229305108176,27.78057331140544,79.78971479561838
930,Cow 16,2022-01-31,484.217770976305,13.44489747133718,44.47965171327404
931,Cow 16,2022-02-01,317.89129252574287,23.09260522930532,40.904249390646
932,Cow 16,2022-02-02,463.4704781012599,9.363750305359229,38.781610391411206
933,Cow 16,2022-02-03,449.0289905042365,22.130422192719397,59.74752082320174
934,Cow 16,2022-02-04,535.1279185987835,25.211740331877607,55.269823054979284
935,Cow 16,2022-02-05,442.95949827795107,14.439330399600111,51.32877421857144
936,Cow 16,2022-02-06,576.2597586094203,18.620486546359153,53.201222559814745
937,Cow 16,2022-02-07,432.8979963271213,19.88829922562653,37.05292907524039
938,Cow 16,2022-02-08,391.2609027313372,21.30907046570744,37.786320085631026
939,Cow 16,2022-02-09,416.81867415321125,21.691497683259954,55.79246375391588
940,Cow 16,2022-02-10,541.6228859679721,11.524477463612286,52.96018271813253
941,Cow 16,2022-02-11,291.91100931698566,22.491782270358602,42.540639194417295
942,Cow 16,2022-02-12,551.3370886850669,1.812825534004908,51.340326294858485
943,Cow 16,2022-02-13,461.1110939285929,25.500123574994927,48.48566276322302
944,Cow 16,2022-02-14,468.95138139621827,12.679173013558458,50.35407617611428
945,Cow 16,2022-02-15,376.826935664903,19.289846553855316,51.79702707440729
946,Cow 16,2022-02-16,348.7383615592246,22.791031759677743,69.29855989964324
947,Cow 16,2022-02-17,353.68196341077237,9.7558250184992,52.59683412249784
948,Cow 16,2022-02-18,396.05112138844584,27.89455432093593,39.587410672649085
949,Cow 16,2022-02-19,524.7622245922803,24.44753231463206,46.18620912006898
950,Cow 16,2022-02-20,469.2864257961789,14.50061823041871,46.194946424659115
951,Cow 16,2022-02-21,361.85111380447483,17.385205952138048,32.292970848590585
952,Cow 16,2022-02-22,303.65570810302495,20.35723057237858,59.81231058725864
953,Cow 16,2022-02-23,594.7434839619567,19.93380522309497,59.75309190908584
954,Cow 16,2022-02-24,635.9815285231157,20.01035438091169,56.13069988257343
955,Cow 16,2022-02-25,379.5579327294053,22.796789794363665,37.33608003603869
956,Cow 16,2022-02-26,629.3259625128912,19.24850482056031,36.72115360532295
957,Cow 16,2022-02-27,165.5056343683152,8.394693053274642,47.81499163288446
958,Cow 16,2022-02-28,368.9492088259387,19.50945854093003,60.092250292952656
959,Cow 16,2022-03-01,501.6636774748497,21.95266030173065,60.00192919596769
960,Cow 17,2022-01-01,473.22867411836603,16.41856335278258,42.349960882498564
961,Cow 17,2022-01-02,437.2120748197582,30.06838225051186,54.44631438128332
962,Cow 17,2022-01-03,455.1940443522208,16.933905107729167,46.38362352628929
963,Cow 17,2022-01-04,459.49386905717944,7.6501144120401605,57.08718952908758
964,Cow 17,2022-01-05,437.532803937955,20.052471225460685,47.29140296562205
965,Cow 17,2022-01-06,391.2439962640391,15.0710130777466,46.092820308388106
966,Cow 17,2022-01-07,389.92424705119066,17.253193953503825,36.142927268660884
967,Cow 17,2022-01-08,429.6906024476897,28.64884982502887,35.62226518449029
968,Cow 17,2022-01-09,432.5642144359664,22.372753918364733,47.27870225578427
969,Cow 17,2022-01-10,343.2709550987777,20.46495620841497,44.39522699695027
970,Cow 17,2022-01-11,414.87094176355646,21.125413160934798,44.33309319758136
971,Cow 17,2022-01-12,401.9899838332973,14.388007825897816,54.637061505064324
972,Cow 17,2022-01-13,533.5447915531581,26.29414090983984,49.13466717888183
973,Cow 17,2022-01-14,624.8547113403233,16.16263629167196,53.37636798960262
974,Cow 17,2022-01-15,484.2969370211067,17.123283177612134,52.521669994413735
975,Cow 17,2022-01-16,701.3827349484446,22.69236086500241,50.65840969437057
976,Cow 17,2022-01-17,429.31809404710873,16.33288372593407,55.815573977529326
977,Cow 17,2022-01-18,564.0350346639023,16.64388512581118,32.077782791543896
978,Cow 17,2022-01-19,525.5168403375243,18.930445071537847,48.354305038862144
979,Cow 17,2022-01-20,558.627756670744,12.726639435781841,36.192074098918575
980,Cow 17,2022-01-21,302.3340954660033,26.613442925630903,59.01492599446286
981,Cow 17,2022-01-22,341.5721936759189,17.794354988914396,50.798662865391826
982,Cow 17,2022-01-23,389.1203605070292,24.578999112710086,67.47103298314961
983,Cow 17,2022-01-24,716.7024548011445,14.184062144021432,28.20480889030328
984,Cow 17,2022-01-25,432.90415863570246,26.892591499399554,33.91485355817149
985,Cow 17,2022-01-26,217.07481416502782,24.212480027177186,33.20212364889195
986,Cow 17,2022-01-27,562.3232494340094,26.29332929012138,50.018030794173185
987,Cow 17,2022-01-28,359.9747587005987,22.28729768326403,60.04928349167744
988,Cow 17,2022-01-29,491.4452799309424,21.277204858934347,49.093183869862855
989,Cow 17,2022-01-30,533.8223095180729,18.387058470347764,23.810150004516863
990,Cow 17,2022-01-31,462.28467104610564,15.715010028172372,47.510876672854536
991,Cow 17,2022-02-01,541.2906322317149,20.880644511096122,41.93503348948682
992,Cow 17,2022-02-02,409.67829425025377,25.811570603178875,18.794978817424003
993,Cow 17,2022-02-03,293.59111903460854,13.631352381802543,38.57786742683773
994,Cow 17,2022-02-04,378.7065647902515,16.170572146940977,59.89125029671226
995,Cow 17,2022-02-05,708.5354875780423,13.99043657176233,44.7201672099423
996,Cow 17,2022-02-06,554.8142788342482,17.939465223904193,49.10162952627269
997,Cow 17,2022-02-07,420.9134700640873,13.097095456404288,65.10949460321896
998,Cow 17,2022-02-08,611.848997336885,19.427947533604144,55.52751580389485
999,Cow 17,2022-02-09,506.55406571594403,23.09773815138728,75.12650460038302
1000,Cow 17,2022-02-10,320.9792359356011,18.135688950227262,65.29538469200475
1001,Cow 17,2022-02-11,500.7995272064859,17.276693431570354,50.685994675649
1002,Cow 17,2022-02-12,497.0350026166139,26.032258561461617,71.57162557243036
1003,Cow 17,2022-02-13,404.3119485735698,15.499072162847037,52.24789342393044
1004,Cow 17,2022-02-14,596.1742236986636,25.33571001749015,49.21727794072718
1005,Cow 17,2022-02-15,497.38973184550116,23.287524734933346,52.51765093982906
1006,Cow 17,2022-02-16,410.17096337071007,15.899734839011778,38.52797838543648
1007,Cow 17,2022-02-17,644.267154779371,25.008460709323852,64.0260854180295
1008,Cow 17,2022-02-18,453.07203461967055,15.496319166516415,52.07542332695782
1009,Cow 17,2022-02-19,209.80479287037195,21.281299062353384,67.32863435197999
1010,Cow 17,2022-02-20,426.2059315855338,21.325754388008583,60.48569543174469
1011,Cow 17,2022-02-21,556.3907322784346,13.724290313388504,35.946009124074266
1012,Cow 17,2022-02-22,439.0537155187291,21.66733956355768,53.21773921427931
1013,Cow 17,2022-02-23,449.81045065050114,30.663356696472047,53.458321592280875
1014,Cow 17,2022-02-24,385.4710754197201,17.611016652798583,33.495387756612615
1015,Cow 17,2022-02-25,533.1842225780265,27.513858488412634,81.78858917328809
1016,Cow 17,2022-02-26,298.37388003165006,19.204341656382276,59.49528702895883
1017,Cow 17,2022-02-27,412.51850537386554,12.832279607501233,57.327064576147976
1018,Cow 17,2022-02-28,638.451214886337,19.35199220894506,71.1598612794153
1019,Cow 17,2022-03-01,504.8593151758659,17.196806433978033,60.64147386847314
1020,Cow 18,2022-01-01,411.84611223596045,21.60515429123462,71.05376221163473
1021,Cow 18,2022-01-02,432.13218923478667,17.48199230996999,41.470036719794145
1022,Cow 18,2022-01-03,442.81648942168476,25.486073453505497,50.46112113428483
1023,Cow 18,2022-01-04,485.39240810306217,21.294376342066105,64.0297268731922
1024,Cow 18,2022-01-05,377.4021631392166,24.78683069440428,52.77339157488354
1025,Cow 18,2022-01-06,360.95535186358967,19.85529258559672,60.688702802564656
1026,Cow 18,2022-01-07,701.9886957156907,24.341135736361796,59.06756898530695
1027,Cow 18,2022-01-08,422.33730421348776,21.224576306078475,57.351809547603935
1028,Cow 18,2022-01-09,500.0272355979907,28.809462363840606,50.81106204603887
1029,Cow 18,2022-01-10,638.7131084894279,17.665161054388264,41.98046026662011
1030,Cow 18,2022-01-11,169.33827924266308,18.58290451969914,52.612833867048366
1031,Cow 18,2022-01-12,375.8648069104054,15.181954639590986,38.69050836548243
1032,Cow 18,2022-01-13,278.6716576028267,16.20371718321807,57.20252580919801
1033,Cow 18,2022-01-14,404.15987897376226,19.410884378552478,48.44701535801265
1034,Cow 18,2022-01-15,521.3662870151171,25.344777884828876,41.52685723778663
1035,Cow 18,2022-01-16,375.60903371597715,20.53099844583511,39.06069518968028
1036,Cow 18,2022-01-17,458.74950630375326,24.702149131267817,39.80960575557256
1037,Cow 18,2022-01-18,384.401199406089,22.50731648123156,45.796523280245644
1038,Cow 18,2022-01-19,567.5829319060275,25.97831396729906,43.211918886097564
1039,Cow 18,2022-01-20,415.5424710218841,27.192509070064848,53.67813175022918
1040,Cow 18,2022-01-21,251.16153212379905,13.75561961164522,46.77420002436514
1041,Cow 18,2022-01-22,469.3174050101124,23.5040197787571,65.72958867241456
1042,Cow 18,2022-01-23,530.9784232864046,21.60139553878166,58.10796419545329
1043,Cow 18,2022-01-24,356.3570769946294,12.420328018853583,42.002231903561
1044,Cow 18,2022-01-25,502.3495358362961,26.652225804673925,52.881977996672305
1045,Cow 18,2022-01-26,435.520004310463,27.77345655567757,27.58429201772589
1046,Cow 18,2022-01-27,400.6586877619719,27.018326574846867,39.82342083004
1047,Cow 18,2022-01-28,443.82022268947594,25.677230832533446,46.3275934246773
1048,Cow 18,2022-01-29,428.1846744195059,19.457762250214014,67.38605407318519
1049,Cow 18,2022-01-30,218.56581418985303,18.712076705227854,57.215477457070286
1050,Cow 18,2022-01-31,440.22495606730513,17.165582598961834,51.894352740400315
1051,Cow 18,2022-02-01,322.1094021625928,17.951103856717253,28.072631063824165
1052,Cow 18,2022-02-02,473.24165579558087,21.90768291715208,70.32263744179575
1053,Cow 18,2022-02-03,258.8140408921298,20.57242665001905,41.589997795117256
1054,Cow 18,2022-02-04,366.8319955417237,22.57722705249256,56.09050007832401
1055,Cow 18,2022-02-05,405.65641040450043,16.565227716645875,52.647564511801505
1056,Cow 18,2022-02-06,481.6642141859484,22.439475274910446,63.39351022469599
1057,Cow 18,2022-02-07,469.2408473743267,20.392908304416977,41.842440845447484
1058,Cow 18,2022-02-08,447.4280990622499,15.704604942853436,33.03510424169711
1059,Cow 18,2022-02-09,397.2544314008689,32.06145279364851,45.72869904794678
1060,Cow 18,2022-02-10,606.4990745353595,26.524493611125763,46.66075929158961
1061,Cow 18,2022-02-11,305.242302559282,23.858340078057317,70.72529931283336
1062,Cow 18,2022-02-12,604.189651806272,17.841711238022754,50.18812110829546
1063,Cow 18,2022-02-13,535.812328308557,21.048183666330765,30.01035462261476
1064,Cow 18,2022-02-14,467.3197447584866,12.880786253540233,60.94064990652454
1065,Cow 18,2022-02-15,428.09233247245163,23.33720018049233,38.27542288748141
1066,Cow 18,2022-02-16,508.95712602022917,18.667755209286693,43.890947677141384
1067,Cow 18,2022-02-17,450.2434378073056,22.386968696827235,56.03859676189024
1068,Cow 18,2022-02-18,508.6556241049383,20.468602812089344,55.2688331870464
1069,Cow 18,2022-02-19,507.86969307242254,13.438265760111939,25.992230721369246
1070,Cow 18,2022-02-20,251.82470209813906,24.466234050879844,46.91833273371276
1071,Cow 18,2022-02-21,309.09514812864745,18.887218191395398,33.908717908451614
1072,Cow 18,2022-02-22,308.6077518659874,16.660734553766776,43.310392167225174
1073,Cow 18,2022-02-23,544.1842109938129,21.57015797143476,59.16433984897535
1074,Cow 18,2022-02-24,456.87679041852,21.92027178663045,46.4763692498848
1075,Cow 18,2022-02-25,489.1791733867041,20.43537782204433,56.837640789015126
1076,Cow 18,2022-02-26,291.9194478568728,32.044492922465295,45.04651254422022
1077,Cow 18,2022-02-27,476.4881780502788,10.557649158696364,46.0496432183899
1078,Cow 18,2022-02-28,333.97292947471993,20.84095864891311,38.72465529709039
1079,Cow 18,2022-03-01,574.8787275083178,10.474027957494055,48.369074120644086
1080,Cow 19,2022-01-01,355.94653288838157,19.783603388070993,65.75964615682874
1081,Cow 19,2022-01-02,245.71918369337226,18.981447791344465,43.14384082803517
1082,Cow 19,2022-01-03,406.4767645698671,23.174521977477127,55.00362159351533
1083,Cow 19,2022-01-04,623.30401866925,17.259287058247406,59.798608688608624
1084,Cow 19,2022-01-05,356.5830822656096,13.800759918841194,49.26307426609025
1085,Cow 19,2022-01-06,538.393774283836,24.100862561594667,45.81351833719719
1086,Cow 19,2022-01-07,258.1029304327384,11.310791931328726,42.79989703654838
1087,Cow 19,2022-01-08,453.82480194699616,14.899621041827066,40.082127414557064
1088,Cow 19,2022-01-09,579.3427770114575,20.016743671500922,59.040996880315
1089,Cow 19,2022-01-10,425.5598960377564,14.383727308780951,64.7416141212982
1090,Cow 19,2022-01-11,182.0410819013045,20.923459489324266,48.48365562126592
1091,Cow 19,2022-01-12,522.9447529960167,19.414903912562547,50.02486759994321
1092,Cow 19,2022-01-13,655.2260051581484,20.6933259924015,40.743049926859015
1093,Cow 19,2022-01-14,533.0611102293886,15.09032536837946,64.85004566766946
1094,Cow 19,2022-01-15,425.761186853928,31.79694066122576,34.05232477257044
1095,Cow 19,2022-01-16,592.270288364283,22.81186104315567,51.66224024707045
1096,Cow 19,2022-01-17,505.28308026847196,24.135874512159162,46.96255669113778
1097,Cow 19,2022-01-18,258.7037796502012,27.35851167033248,51.01528059307779
1098,Cow 19,2022-01-19,483.15893744083564,15.590642856445283,66.62859291239734
1099,Cow 19,2022-01-20,465.71279668891964,17.282589462126616,39.66654123868067
1100,Cow 19,2022-01-21,604.6984179220901,21.105244914421355,54.25184396222372
1101,Cow 19,2022-01-22,511.4299734696169,16.835628174817284,51.50263917997398
1102,Cow 19,2022-01-23,216.81423135621264,10.415978674736774,27.543909662145314
1103,Cow 19,2022-01-24,569.3854471622553,23.235802621024845,47.96946571020505
1104,Cow 19,2022-01-25,475.98784542666016,22.207187280007265,54.730058955007166
1105,Cow 19,2022-01-26,405.00131352906084,20.56073964236033,58.26840890876723
1106,Cow 19,2022-01-27,381.6947666091861,17.599213453692116,48.830694874273576
1107,Cow 19,2022-01-28,250.3926426488113,13.383953746020726,34.98744597065608
1108,Cow 19,2022-01-29,373.07280159204873,23.321894934843822,50.51417399258605
1109,Cow 19,2022-01-30,771.1168641755057,19.271751330895132,60.425925135697035
1110,Cow 19,2022-01-31,669.2696851616811,17.63304912177934,60.226646038513564
1111,Cow 19,2022-02-01,316.72869591666347,16.120212892652532,53.05596134844045
1112,Cow 19,2022-02-02,478.06783897968705,12.583097187510644,45.83501214447932
1113,Cow 19,2022-02-03,360.39340905515644,23.736074882586248,68.72999608063047
1114,Cow 19,2022-02-04,311.3243478319061,15.68715271663271,46.14482492302915
1115,Cow 19,2022-02-05,549.8339152667047,22.77472235714594,55.198534264828844
1116,Cow 19,2022-02-06,594.5095459774234,18.687365948147608,37.90137018861865
1117,Cow 19,2022-02-07,425.54049652924476,19.18097115029441,36.64504309417741
1118,Cow 19,2022-02-08,542.4479410065856,17.90055903663643,41.442556253849204
1119,Cow 19,2022-02-09,398.1449574462098,15.409824496819844,43.41527810378226
1120,Cow 19,2022-02-10,427.80750333784755,13.143477732800442,58.95751311266029
1121,Cow 19,2022-02-11,516.1598582798018,14.662970627287315,47.00496613333047
1122,Cow 19,2022-02-12,372.2164856242345,15.236609624098907,48.118015571779225
1123,Cow 19,2022-02-13,497.83354446149406,15.646431649322984,45.38127269921876
1124,Cow 19,2022-02-14,401.526696712312,16.453641465425697,51.69997291022719
1125,Cow 19,2022-02-15,487.0538872903148,20.688617721898396,46.95070011454244
1126,Cow 19,2022-02-16,383.58977481364195,17.858210250020626,52.54757288249702
1127,Cow 19,2022-02-17,544.4409370685293,23.554161494164227,36.056773735605745
1128,Cow 19,2022-02-18,376.6974920034363,14.473641325535379,48.85392975349016
1129,Cow 19,2022-02-19,349.2724689467453,27.819065879995144,51.014213752933664
1130,Cow 19,2022-02-20,427.06046687189775,14.757420321391706,59.61121180655229
1131,Cow 19,2022-02-21,609.119564193196,20.145260969799406,55.76185844013117
1132,Cow 19,2022-02-22,316.4850303037386,24.02922181391566,53.48992531666337
1133,Cow 19,2022-02-23,570.9960527595159,29.060570008708147,58.31216749572559
1134,Cow 19,2022-02-24,516.2673515875139,23.924348955202166,38.95442258983195
1135,Cow 19,2022-02-25,453.1142118502272,27.41450962733754,51.74449091776956
1136,Cow 19,2022-02-26,588.7403633682123,14.981090736449374,39.76575488798833
1137,Cow 19,2022-02-27,406.7443773257837,24.677491974421585,60.289533574063725
1138,Cow 19,2022-02-28,494.19766863863424,23.292863932020126,58.37160618468312
1139,Cow 19,2022-03-01,463.7397691872519,20.142463401751463,47.43353652121495
1140,Cow 20,2022-01-01,600.0857503207532,24.050469039979973,41.74480559690676
1141,Cow 20,2022-01-02,557.7486918548013,24.193270818161146,37.561606583206
1142,Cow 20,2022-01-03,491.77159365998017,15.460736887442287,49.353435352824924
1143,Cow 20,2022-01-04,323.53721661126576,19.401266311775636,47.7918123903458
1144,Cow 20,2022-01-05,432.39485375603584,21.699848607038287,33.78532265607734
1145,Cow 20,2022-01-06,445.4617403845442,22.149967039897028,45.77828268608804
1146,Cow 20,2022-01-07,504.4352651395229,19.76788032549378,43.01422271205772
1147,Cow 20,2022-01-08,623.5894299262823,27.449032148236736,37.14889924422705
1148,Cow 20,2022-01-09,434.9676367612372,19.952440399974442,52.330531584271625
1149,Cow 20,2022-01-10,345.2866643735695,23.142574170807293,46.050538974730884
1150,Cow 20,2022-01-11,552.883521731747,19.932075949742643,60.38612226831858
1151,Cow 20,2022-01-12,368.1899692697464,12.02453596002578,48.1256121395046
1152,Cow 20,2022-01-13,281.24292158933156,18.58360458351166,58.61883334714557
1153,Cow 20,2022-01-14,500.9544527768152,22.702587912342572,40.303699832869086
1154,Cow 20,2022-01-15,332.804545378243,23.859051069147824,48.15355968240775
1155,Cow 20,2022-01-16,507.20974886572475,19.339882133066556,44.10176803991947
1156,Cow 20,2022-01-17,562.3688292457748,17.98890378640642,43.078212508487695
1157,Cow 20,2022-01-18,381.61962317033846,23.299877793719126,48.357959732154434
1158,Cow 20,2022-01-19,347.59622313470544,25.618292937822442,62.306455844027965
1159,Cow 20,2022-01-20,408.13506621881254,23.709610762451206,68.93190269882783
1160,Cow 20,2022-01-21,450.8255699701413,17.8955377079249,60.68643116788664
1161,Cow 20,2022-01-22,555.5593531352104,20.71164540856972,59.745803652067764
1162,Cow 20,2022-01-23,477.0429625765544,20.293864975861606,49.32709208156532
1163,Cow 20,2022-01-24,483.89451182411034,14.730364229634743,41.25022697055657
1164,Cow 20,2022-01-25,440.7809924232951,6.657128093027762,60.03945633559747
1165,Cow 20,2022-01-26,500.2228748950448,21.3665728422938,38.42643699524268
